File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF353ZBQ	bigWig	fold change over control	ENCSR194GNY	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										GATA4-mouse	DNA		see document	see document		False	2014-03-14	ENCODE				1, 2							ENCFF464OJW, ENCFF499OEU, ENCFF549GXA, ENCFF717OFJ	1244228287	ENCODE Processing Pipeline	36da6f6cfa239ddcc50ecbcf72d174c4		https://www.encodeproject.org/files/ENCFF353ZBQ/@@download/ENCFF353ZBQ.bigWig	mm10				released	low read length, mild to moderate bottlenecking	biological replicates with identical biosample, experiment not submitted to GEO	insufficient replicate concordance	
ENCFF152KNZ	bed narrowPeak	conservative idr thresholded peaks	ENCSR194GNY	ChIP-seq	UBERON:0002107	liver	tissue	Mus musculus										GATA4-mouse	DNA		see document	see document		False	2014-03-14	ENCODE				1, 2							ENCFF034VDK, ENCFF436NIK, ENCFF547MET, ENCFF762AWW	158673	ENCODE Processing Pipeline	7973b8a29cd72f06cc8b8b83563ab057		https://www.encodeproject.org/files/ENCFF152KNZ/@@download/ENCFF152KNZ.bed.gz	mm10				released	low read length, mild to moderate bottlenecking	biological replicates with identical biosample, experiment not submitted to GEO	insufficient replicate concordance	
ENCFF800ENC	fastq	reads	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1	1	76		single-ended				580735325	Bradley Bernstein, Broad	ed80d9e71e35fa99f51b4dccf0d31496		https://www.encodeproject.org/files/ENCFF800ENC/@@download/ENCFF800ENC.fastq.gz			Illumina HiSeq 2500	/files/ENCFF276ZYK/, /files/ENCFF640NXU/, /files/ENCFF772RXF/, /files/ENCFF915CLU/	released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF401LZJ	fastq	reads	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1	2	76		single-ended				537720467	Bradley Bernstein, Broad	1ef140c74f57a72fa9c8288fa137dc92		https://www.encodeproject.org/files/ENCFF401LZJ/@@download/ENCFF401LZJ.fastq.gz			Illumina HiSeq 2500	/files/ENCFF276ZYK/, /files/ENCFF640NXU/, /files/ENCFF772RXF/, /files/ENCFF915CLU/	released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF256WLC	fastq	reads	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1	2	76		single-ended				518676168	Bradley Bernstein, Broad	4f37be77b5ec1b6217e46c3dbb7ac830		https://www.encodeproject.org/files/ENCFF256WLC/@@download/ENCFF256WLC.fastq.gz			Illumina HiSeq 2500	/files/ENCFF276ZYK/, /files/ENCFF640NXU/, /files/ENCFF772RXF/, /files/ENCFF915CLU/	released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF975FDC	fastq	reads	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1	1	76		single-ended				565154241	Bradley Bernstein, Broad	88411333888d47307d9bf1d821b16a1d		https://www.encodeproject.org/files/ENCFF975FDC/@@download/ENCFF975FDC.fastq.gz			Illumina HiSeq 2500	/files/ENCFF276ZYK/, /files/ENCFF640NXU/, /files/ENCFF772RXF/, /files/ENCFF915CLU/	released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF222KJN	bam	unfiltered alignments	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1			76				ENCFF256WLC, ENCFF401LZJ, ENCFF643CGH, ENCFF800ENC, ENCFF975FDC	2099188529	ENCODE Processing Pipeline	47b342b162161690d735bc7b378a5bd0		https://www.encodeproject.org/files/ENCFF222KJN/@@download/ENCFF222KJN.bam	GRCh38				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF668TQC	bam	alignments	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1			76				ENCFF256WLC, ENCFF401LZJ, ENCFF643CGH, ENCFF800ENC, ENCFF975FDC	1700479608	ENCODE Processing Pipeline	0fd63cc506197c9e45618c769774289d		https://www.encodeproject.org/files/ENCFF668TQC/@@download/ENCFF668TQC.bam	GRCh38				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF931SPS	bam	unfiltered alignments	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1			76				ENCFF256WLC, ENCFF401LZJ, ENCFF800ENC, ENCFF807MUK, ENCFF975FDC	2094719087	ENCODE Processing Pipeline	3bdbb48532a8038b4e66b2745ac0102f		https://www.encodeproject.org/files/ENCFF931SPS/@@download/ENCFF931SPS.bam	hg19				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF328ZYA	bam	alignments	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1			76				ENCFF256WLC, ENCFF401LZJ, ENCFF800ENC, ENCFF807MUK, ENCFF975FDC	1698932118	ENCODE Processing Pipeline	5c8322297b359e76c589421dd76a1b57		https://www.encodeproject.org/files/ENCFF328ZYA/@@download/ENCFF328ZYA.bam	hg19				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF562TBJ	bigBed narrowPeak	peaks	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF144ZWB	11532042	ENCODE Processing Pipeline	ba816a4dedd89a20e448f64db4f564aa		https://www.encodeproject.org/files/ENCFF562TBJ/@@download/ENCFF562TBJ.bigBed	hg19				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF153AOQ	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF232DOG	855516	ENCODE Processing Pipeline	5f2fd37d24b3dbd2d41127e1fe643a7a		https://www.encodeproject.org/files/ENCFF153AOQ/@@download/ENCFF153AOQ.bigBed	hg19				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF232DOG	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF001TDO, ENCFF144ZWB	469412	ENCODE Processing Pipeline	e4a509cd256ead04ee383546c28a9ae0		https://www.encodeproject.org/files/ENCFF232DOG/@@download/ENCFF232DOG.bed.gz	hg19				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF144ZWB	bed narrowPeak	peaks	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF328ZYA, ENCFF838WFG	5618243	ENCODE Processing Pipeline	22d120657765b1cfb8005ea5be7a9f70		https://www.encodeproject.org/files/ENCFF144ZWB/@@download/ENCFF144ZWB.bed.gz	hg19				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF186AKZ	bigWig	fold change over control	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF328ZYA, ENCFF838WFG	919510823	ENCODE Processing Pipeline	79101a7ed0b9c947adc8389d63f0e9c4		https://www.encodeproject.org/files/ENCFF186AKZ/@@download/ENCFF186AKZ.bigWig	hg19				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF690EXO	bigWig	signal p-value	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF328ZYA, ENCFF838WFG	945325242	ENCODE Processing Pipeline	86db90a6e20b8b23ebf08484ea6cc3b4		https://www.encodeproject.org/files/ENCFF690EXO/@@download/ENCFF690EXO.bigWig	hg19				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF657VAA	bigWig	fold change over control	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF668TQC, ENCFF981WUC	936203741	ENCODE Processing Pipeline	742e46053bbaa9321c5414d664f71140		https://www.encodeproject.org/files/ENCFF657VAA/@@download/ENCFF657VAA.bigWig	GRCh38				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF411LPV	bed narrowPeak	peaks	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF668TQC, ENCFF981WUC	5617689	ENCODE Processing Pipeline	0617f0f1c086066ab1d970d78d11c237		https://www.encodeproject.org/files/ENCFF411LPV/@@download/ENCFF411LPV.bed.gz	GRCh38				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF321XTU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF411LPV, ENCFF419RSJ	465946	ENCODE Processing Pipeline	9ffc1102f7bf6dc94853be743031dd5b		https://www.encodeproject.org/files/ENCFF321XTU/@@download/ENCFF321XTU.bed.gz	GRCh38				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF656SMR	bigWig	signal p-value	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF668TQC, ENCFF981WUC	1054331731	ENCODE Processing Pipeline	82fef119f5d478307b2a0bdb65c91f2e		https://www.encodeproject.org/files/ENCFF656SMR/@@download/ENCFF656SMR.bigWig	GRCh38				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF240ASQ	bigBed narrowPeak	peaks	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF411LPV	11546081	ENCODE Processing Pipeline	b772e3f97d7b2b22f9ce06eebef451a2		https://www.encodeproject.org/files/ENCFF240ASQ/@@download/ENCFF240ASQ.bigBed	GRCh38				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF101TOL	bigBed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR799TJD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens										CTCF-human	DNA					False	2018-12-11	ENCODE				1							ENCFF321XTU	854044	ENCODE Processing Pipeline	02a611fcc15d3fdfbaf4f418b53dff0b		https://www.encodeproject.org/files/ENCFF101TOL/@@download/ENCFF101TOL.bigBed	GRCh38				released	antibody characterized with exemption	experiment not submitted to GEO, NTR biosample		
ENCFF001LNI	bam	alignments	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				1							ENCFF001LNT	375067465	Bing Ren, UCSD	0589072114913501918356f5b55490f8		https://www.encodeproject.org/files/ENCFF001LNI/@@download/ENCFF001LNI.bam	mm9				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF001LNK	bigBed broadPeak	peaks	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				1, 2							ENCFF001YAO	479362	Bing Ren, UCSD	63720ee09bef38cefb496ed65a10e3c1		https://www.encodeproject.org/files/ENCFF001LNK/@@download/ENCFF001LNK.bigBed	mm9				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF001LNL	bam	alignments	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				2							ENCFF001LNS	376392816	Bing Ren, UCSD	e8a4452954df6e5fb34946dd8d36c8eb		https://www.encodeproject.org/files/ENCFF001LNL/@@download/ENCFF001LNL.bam	mm9				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF001LNM	bigWig	signal	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				1, 2							ENCFF001LNI, ENCFF001LNL	58594405	Bing Ren, UCSD	c611ddf16528e1706fcaaf7fe555895a		https://www.encodeproject.org/files/ENCFF001LNM/@@download/ENCFF001LNM.bigWig	mm9				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF001LNS	fastq	reads	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				2	1	36		single-ended				880486987	Bing Ren, UCSD	44dd98606d96b8baf6c672f64df17c97		https://www.encodeproject.org/files/ENCFF001LNS/@@download/ENCFF001LNS.fastq.gz			Illumina Genome Analyzer II	/files/ENCFF001KOV/	released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF001LNT	fastq	reads	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				1	1	36		single-ended				870712159	Bing Ren, UCSD	358761a2b5d436ad8f2793879ae933e6		https://www.encodeproject.org/files/ENCFF001LNT/@@download/ENCFF001LNT.fastq.gz			Illumina Genome Analyzer II	/files/ENCFF001KOQ/	released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF001YAO	bed broadPeak	peaks	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				1, 2							ENCFF001LNI, ENCFF001LNL	338933	Bing Ren, UCSD	1ad12ced14c54ca786c243175745ea7d		https://www.encodeproject.org/files/ENCFF001YAO/@@download/ENCFF001YAO.bed.gz	mm9				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF864IVP	bam	unfiltered alignments	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				1			36				ENCFF001LNT, ENCFF018NEO	936384002	ENCODE Processing Pipeline	6f77325a8a67518136f68daaa8efaa3b		https://www.encodeproject.org/files/ENCFF864IVP/@@download/ENCFF864IVP.bam	mm10				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF554XVK	bam	unfiltered alignments	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001LNS, ENCFF018NEO	908493499	ENCODE Processing Pipeline	f3b42ad9d6e5afa837e29d2be4fab114		https://www.encodeproject.org/files/ENCFF554XVK/@@download/ENCFF554XVK.bam	mm10				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF597HPS	bam	alignments	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				1			36				ENCFF001LNT, ENCFF018NEO	382783589	ENCODE Processing Pipeline	ee7679aba57565384a9287ebcb8e687b		https://www.encodeproject.org/files/ENCFF597HPS/@@download/ENCFF597HPS.bam	mm10				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF654LDN	bam	alignments	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				2			36				ENCFF001LNS, ENCFF018NEO	353968665	ENCODE Processing Pipeline	40a133f777ed535db675c746eddcfcdd		https://www.encodeproject.org/files/ENCFF654LDN/@@download/ENCFF654LDN.bam	mm10				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF168RMI	bigWig	fold change over control	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				1							ENCFF493MBH, ENCFF597HPS, ENCFF738EUE	136308262	ENCODE Processing Pipeline	460c9eeaf62cf77c5a779d39931c0196		https://www.encodeproject.org/files/ENCFF168RMI/@@download/ENCFF168RMI.bigWig	mm10				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF367LMD	bed narrowPeak	peaks and background as input for IDR	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				2							ENCFF493MBH, ENCFF654LDN, ENCFF738EUE	2073420	ENCODE Processing Pipeline	e26c087a0afaad67ce0f950d21359bfc		https://www.encodeproject.org/files/ENCFF367LMD/@@download/ENCFF367LMD.bed.gz	mm10				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF967TRS	bed narrowPeak	peaks and background as input for IDR	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				1, 2							ENCFF493MBH, ENCFF597HPS, ENCFF654LDN, ENCFF738EUE	1691191	ENCODE Processing Pipeline	59f06ef9aa1f9d701fdf508e24767b85		https://www.encodeproject.org/files/ENCFF967TRS/@@download/ENCFF967TRS.bed.gz	mm10				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
ENCFF695XKZ	bed narrowPeak	conservative idr thresholded peaks	ENCSR000CBV	ChIP-seq	UBERON:0002048	lung	tissue	Mus musculus										CTCF-mouse	DNA		see document	see document		False	2011-07-22	ENCODE				1, 2							ENCFF367LMD, ENCFF547MET, ENCFF678KWQ, ENCFF967TRS	427494	ENCODE Processing Pipeline	bda6dc1e2f0afd65f75f8a97ed5a69c6		https://www.encodeproject.org/files/ENCFF695XKZ/@@download/ENCFF695XKZ.bed.gz	mm10				released	control low read depth, low read length, mild to moderate bottlenecking		insufficient read depth	
