File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF782JLB	bed narrowPeak	stable peaks	ENCSR276BXF	ChIP-seq	UBERON:0003346	mucosa of rectum	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				2							ENCFF413XKM	1244945	ENCODE Processing Pipeline	8676a53b75f1e1a42dfc78c460c56db8		https://www.encodeproject.org/files/ENCFF782JLB/@@download/ENCFF782JLB.bed.gz	GRCh38				released	s3://encode-public/2018/01/22/4167e7ab-2c37-4617-b79e-1b2c9aed9c8b/ENCFF782JLB.bed.gz	low read length			
ENCFF413XKM	bed narrowPeak	peaks	ENCSR276BXF	ChIP-seq	UBERON:0003346	mucosa of rectum	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				2							ENCFF518OQG, ENCFF677XNZ	1613352	ENCODE Processing Pipeline	1dff4408b0d1ad19b0166fb3d7843e76		https://www.encodeproject.org/files/ENCFF413XKM/@@download/ENCFF413XKM.bed.gz	GRCh38				released	s3://encode-public/2018/01/22/4aafc324-4e53-430b-a8f0-c01bbea89f71/ENCFF413XKM.bed.gz	low read length			
ENCFF760SJJ	bed narrowPeak	peaks	ENCSR276BXF	ChIP-seq	UBERON:0003346	mucosa of rectum	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				2							ENCFF393IFU, ENCFF608SZW	1589328	ENCODE Processing Pipeline	e6c7d6f093781d7d1753e0b85f66b617		https://www.encodeproject.org/files/ENCFF760SJJ/@@download/ENCFF760SJJ.bed.gz	hg19				released	s3://encode-public/2018/01/22/d2d116d2-1ff7-491a-93b0-f7bd44c4c125/ENCFF760SJJ.bed.gz	low read length			
ENCFF022NHS	bed narrowPeak	stable peaks	ENCSR276BXF	ChIP-seq	UBERON:0003346	mucosa of rectum	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				2							ENCFF760SJJ	1246866	ENCODE Processing Pipeline	940c8ec1063d0663bc225bc7b8c5a8f0		https://www.encodeproject.org/files/ENCFF022NHS/@@download/ENCFF022NHS.bed.gz	hg19				released	s3://encode-public/2018/01/22/d3420469-997b-4ffe-a6d3-c4c81820fa79/ENCFF022NHS.bed.gz	low read length			
ENCFF689CLZ	bed narrowPeak	peaks	ENCSR767NIF	ChIP-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF439UIF, ENCFF510JXN	1535460	Anshul Kundaje, Stanford	4a4d8a061e966e114078f26667e0a9a8		https://www.encodeproject.org/files/ENCFF689CLZ/@@download/ENCFF689CLZ.bed.gz	hg19				archived	s3://encode-public/2016/03/09/27533e94-7109-4259-afe4-43af05b10c0a/ENCFF689CLZ.bed.gz	low read length			
ENCFF155XOC	bed narrowPeak	peaks	ENCSR767NIF	ChIP-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF820LAK, ENCFF923QZD	1517818	ENCODE Processing Pipeline	1b1ffece7b23b0499cae26fadd8cb3c2		https://www.encodeproject.org/files/ENCFF155XOC/@@download/ENCFF155XOC.bed.gz	hg19				released	s3://encode-public/2018/01/23/6feda643-c0c4-4d69-b11b-afdf8d622d20/ENCFF155XOC.bed.gz	low read length			
ENCFF175WXE	bed narrowPeak	stable peaks	ENCSR767NIF	ChIP-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF155XOC	1158784	ENCODE Processing Pipeline	ada7245c405cf907837486bf6587092f		https://www.encodeproject.org/files/ENCFF175WXE/@@download/ENCFF175WXE.bed.gz	hg19				released	s3://encode-public/2018/01/23/80f6d9aa-6962-4a03-b392-69e414c510b8/ENCFF175WXE.bed.gz	low read length			
ENCFF172SAU	bed narrowPeak	stable peaks	ENCSR767NIF	ChIP-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF521TTV	1169605	ENCODE Processing Pipeline	50d5a1708d3d17acad53417400a4b4bb		https://www.encodeproject.org/files/ENCFF172SAU/@@download/ENCFF172SAU.bed.gz	GRCh38				released	s3://encode-public/2018/01/23/8612858d-7d16-4cc0-9d7f-e294710cd679/ENCFF172SAU.bed.gz	low read length			
ENCFF521TTV	bed narrowPeak	peaks	ENCSR767NIF	ChIP-seq	UBERON:0001134	skeletal muscle tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF088QDD, ENCFF637NQX	1539301	ENCODE Processing Pipeline	54f62ffa21abe577f20b760c1c68f63e		https://www.encodeproject.org/files/ENCFF521TTV/@@download/ENCFF521TTV.bed.gz	GRCh38				released	s3://encode-public/2018/01/23/b305971e-b01c-4195-bc57-8fc053bae039/ENCFF521TTV.bed.gz	low read length			
ENCFF225CLI	bed narrowPeak	peaks	ENCSR936FAH	ChIP-seq	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF239TOK, ENCFF901QSP	1553754	Anshul Kundaje, Stanford	5d3238faea2b007894d91e54064d26c0		https://www.encodeproject.org/files/ENCFF225CLI/@@download/ENCFF225CLI.bed.gz	hg19				archived	s3://encode-public/2016/03/09/c74e1514-045c-4be1-bd84-1b771eb19e18/ENCFF225CLI.bed.gz	low read length			
ENCFF723CUO	bed narrowPeak	stable peaks	ENCSR936FAH	ChIP-seq	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF048PBQ	1039774	ENCODE Processing Pipeline	7226d2c3b707caac66e977c49f002d57		https://www.encodeproject.org/files/ENCFF723CUO/@@download/ENCFF723CUO.bed.gz	GRCh38				released	s3://encode-public/2018/02/01/5e9acf3c-70cb-4db0-88d8-23883baca094/ENCFF723CUO.bed.gz	low read length			
ENCFF048PBQ	bed narrowPeak	peaks	ENCSR936FAH	ChIP-seq	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF256OPK, ENCFF562SIS	1852654	ENCODE Processing Pipeline	d1af586d6224d8d90608b873d55f9543		https://www.encodeproject.org/files/ENCFF048PBQ/@@download/ENCFF048PBQ.bed.gz	GRCh38				released	s3://encode-public/2018/02/01/e9f58a5e-7cdd-4246-aaa0-6eedc5ffdc57/ENCFF048PBQ.bed.gz	low read length			
ENCFF943MQH	bed narrowPeak	peaks	ENCSR936FAH	ChIP-seq	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF646TFS, ENCFF763KIU	1786048	ENCODE Processing Pipeline	4cc24fc5ba94605d191c5361b50dc3e0		https://www.encodeproject.org/files/ENCFF943MQH/@@download/ENCFF943MQH.bed.gz	hg19				released	s3://encode-public/2018/02/01/6c168a39-300b-469b-93b5-2914e3b989a6/ENCFF943MQH.bed.gz	low read length			
ENCFF847ALY	bed narrowPeak	stable peaks	ENCSR936FAH	ChIP-seq	UBERON:0002048	lung	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF943MQH	1028487	ENCODE Processing Pipeline	77298b68fd280bda0f85ce376021f3cc		https://www.encodeproject.org/files/ENCFF847ALY/@@download/ENCFF847ALY.bed.gz	hg19				released	s3://encode-public/2018/02/01/1c3334b4-7287-4489-8e2c-9a8f85f91b71/ENCFF847ALY.bed.gz	low read length			
ENCFF310CNI	bed narrowPeak	peaks	ENCSR294PQF	ChIP-seq	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163BJO, ENCFF375WMJ	1421692	ENCODE Processing Pipeline	8e011b57d3bd1c043d47629da4ea82f7		https://www.encodeproject.org/files/ENCFF310CNI/@@download/ENCFF310CNI.bed.gz	hg19				released	s3://encode-public/2018/01/24/a6a08c13-2b89-4af3-8393-1235c468c978/ENCFF310CNI.bed.gz	low read length			
ENCFF413OBW	bed narrowPeak	stable peaks	ENCSR294PQF	ChIP-seq	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF310CNI	1161084	ENCODE Processing Pipeline	0be94382efa869000b78c347ba4fac65		https://www.encodeproject.org/files/ENCFF413OBW/@@download/ENCFF413OBW.bed.gz	hg19				released	s3://encode-public/2018/01/24/d8d68b5f-3678-4e3f-904f-09001f7d8521/ENCFF413OBW.bed.gz	low read length			
ENCFF046UJR	bed narrowPeak	peaks	ENCSR294PQF	ChIP-seq	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF076MUM, ENCFF159GKI	1437165	ENCODE Processing Pipeline	c4c1b78d34407350fd2464979cfedef3		https://www.encodeproject.org/files/ENCFF046UJR/@@download/ENCFF046UJR.bed.gz	GRCh38				released	s3://encode-public/2018/01/24/b514780b-fc15-4f66-9d8c-fd4359d5328c/ENCFF046UJR.bed.gz	low read length			
ENCFF524VHL	bed narrowPeak	stable peaks	ENCSR294PQF	ChIP-seq	UBERON:0014455	subcutaneous abdominal adipose tissue	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF046UJR	1173789	ENCODE Processing Pipeline	28a4c51e1d4e6c7e5bb3c9cc1f014ed9		https://www.encodeproject.org/files/ENCFF524VHL/@@download/ENCFF524VHL.bed.gz	GRCh38				released	s3://encode-public/2018/01/24/c490eccd-715c-4192-afa3-5d67fe2d75f7/ENCFF524VHL.bed.gz	low read length			
ENCFF391EFJ	bed narrowPeak	peaks	ENCSR487BEW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF114IFP, ENCFF623DTG	801370	ENCODE Processing Pipeline	038765c6a745bfd4d35f9f6d1b79301c		https://www.encodeproject.org/files/ENCFF391EFJ/@@download/ENCFF391EFJ.bed.gz	GRCh38				released	s3://encode-public/2017/05/15/e784b6a2-0730-4ac8-8cf7-5a2aff865af8/ENCFF391EFJ.bed.gz	control low read depth, moderate library complexity, mild to moderate bottlenecking, low read length, low read depth			
ENCFF836LXX	bed narrowPeak	stable peaks	ENCSR487BEW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF391EFJ	802841	ENCODE Processing Pipeline	350307c112d91a94dbf4fec13ac578d5		https://www.encodeproject.org/files/ENCFF836LXX/@@download/ENCFF836LXX.bed.gz	GRCh38				released	s3://encode-public/2017/05/15/87db22e1-14b5-4a0b-9780-461cf5915a90/ENCFF836LXX.bed.gz	control low read depth, moderate library complexity, mild to moderate bottlenecking, low read length, low read depth			
ENCFF242WBE	bed narrowPeak	peaks	ENCSR487BEW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF527LGE, ENCFF925ZDQ	801486	ENCODE Processing Pipeline	b580b4083293fd0532e823128c7aa293		https://www.encodeproject.org/files/ENCFF242WBE/@@download/ENCFF242WBE.bed.gz	hg19				released	s3://encode-public/2017/05/23/f1b043a1-f60a-4f30-a8cb-57b419b8fd80/ENCFF242WBE.bed.gz	control low read depth, moderate library complexity, mild to moderate bottlenecking, low read length, low read depth			
ENCFF814QSX	bed narrowPeak	stable peaks	ENCSR487BEW	ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF242WBE	802182	ENCODE Processing Pipeline	a99e6ba24c125748824b159bf81e5603		https://www.encodeproject.org/files/ENCFF814QSX/@@download/ENCFF814QSX.bed.gz	hg19				released	s3://encode-public/2017/05/23/7c51ceec-d117-4bc1-8d34-60357c9652c1/ENCFF814QSX.bed.gz	control low read depth, moderate library complexity, mild to moderate bottlenecking, low read length, low read depth			
ENCFF146OJJ	bed narrowPeak	peaks	ENCSR551QXE	ChIP-seq	UBERON:0002038	substantia nigra	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF274YUL, ENCFF820UZU	1742014	ENCODE Processing Pipeline	a2a7af9f356a686cb8a19e480b47efb6		https://www.encodeproject.org/files/ENCFF146OJJ/@@download/ENCFF146OJJ.bed.gz	GRCh38				released	s3://encode-public/2017/11/06/3cb7cd15-94b2-42a6-9681-de9d21688c99/ENCFF146OJJ.bed.gz	low read length			
ENCFF648OLF	bed narrowPeak	stable peaks	ENCSR551QXE	ChIP-seq	UBERON:0002038	substantia nigra	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF146OJJ	984584	ENCODE Processing Pipeline	beb813d0f9482aa64a3f9a400fd95e97		https://www.encodeproject.org/files/ENCFF648OLF/@@download/ENCFF648OLF.bed.gz	GRCh38				released	s3://encode-public/2017/11/06/b13a38fe-9b93-48e1-80df-27f806c9fd8b/ENCFF648OLF.bed.gz	low read length			
ENCFF741ANU	bed narrowPeak	peaks	ENCSR551QXE	ChIP-seq	UBERON:0002038	substantia nigra	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF208YPL, ENCFF495DSD	1815736	ENCODE Processing Pipeline	9a3e754fb27f406b24ab0a325f52b9f7		https://www.encodeproject.org/files/ENCFF741ANU/@@download/ENCFF741ANU.bed.gz	hg19				released	s3://encode-public/2018/01/20/4604cd7d-7f84-4baa-aacb-52c603b2bd10/ENCFF741ANU.bed.gz	low read length			
ENCFF225GLV	bed narrowPeak	stable peaks	ENCSR551QXE	ChIP-seq	UBERON:0002038	substantia nigra	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF741ANU	1053714	ENCODE Processing Pipeline	7885bcfce7c85a4135588ffea806b392		https://www.encodeproject.org/files/ENCFF225GLV/@@download/ENCFF225GLV.bed.gz	hg19				released	s3://encode-public/2018/01/20/cc22f047-7171-4088-85bb-dbe207ba2d43/ENCFF225GLV.bed.gz	low read length			
ENCFF154GIE	bed narrowPeak	peaks	ENCSR343ZOV	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1							ENCFF423VLB, ENCFF935OQU	1120358	ENCODE Processing Pipeline	70ad045d930a42c674dbd172f3c4d03a		https://www.encodeproject.org/files/ENCFF154GIE/@@download/ENCFF154GIE.bed.gz	GRCh38				released	s3://encode-public/2016/11/01/2ea1ba75-cb0e-49e5-8106-aa97304329a0/ENCFF154GIE.bed.gz	moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF682FCZ	bed narrowPeak	peaks	ENCSR343ZOV	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				2							ENCFF935OQU, ENCFF945AJW	1555371	ENCODE Processing Pipeline	857965a05d23dbe1f8adf2bfcd2fad43		https://www.encodeproject.org/files/ENCFF682FCZ/@@download/ENCFF682FCZ.bed.gz	GRCh38				released	s3://encode-public/2016/11/01/2ff013c8-7422-49f2-8af9-7dc9c172a21e/ENCFF682FCZ.bed.gz	moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF608ZGR	bed narrowPeak	peaks	ENCSR343ZOV	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1, 2							ENCFF423VLB, ENCFF935OQU, ENCFF945AJW	1364756	ENCODE Processing Pipeline	4ea1784d9f69a9c6653c0e5f62b4b26f		https://www.encodeproject.org/files/ENCFF608ZGR/@@download/ENCFF608ZGR.bed.gz	GRCh38				released	s3://encode-public/2016/11/01/083b1287-a3e2-449d-ae61-502b3b18a9ac/ENCFF608ZGR.bed.gz	moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF659VMT	bed narrowPeak	replicated peaks	ENCSR343ZOV	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1, 2							ENCFF154GIE, ENCFF608ZGR, ENCFF682FCZ	1414378	ENCODE Processing Pipeline	7b1c8dd19cd5e88ad6aebe687ea0a216		https://www.encodeproject.org/files/ENCFF659VMT/@@download/ENCFF659VMT.bed.gz	GRCh38				released	s3://encode-public/2016/11/01/59ccf4db-e3bb-4536-945c-7c14e064425a/ENCFF659VMT.bed.gz	moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF121ELD	bed narrowPeak	peaks	ENCSR343ZOV	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1, 2							ENCFF724MTQ, ENCFF920SNS, ENCFF925AJJ	1358999	ENCODE Processing Pipeline	c142dfac366f2673eff88a842b0295ca		https://www.encodeproject.org/files/ENCFF121ELD/@@download/ENCFF121ELD.bed.gz	hg19				released	s3://encode-public/2016/11/03/3ae20ead-df4c-452a-8616-0a5fe1745130/ENCFF121ELD.bed.gz	moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF949DSS	bed narrowPeak	peaks	ENCSR343ZOV	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1							ENCFF920SNS, ENCFF925AJJ	1119814	ENCODE Processing Pipeline	568f6b8e0ab66f21b5df26b6758f5e99		https://www.encodeproject.org/files/ENCFF949DSS/@@download/ENCFF949DSS.bed.gz	hg19				released	s3://encode-public/2016/11/03/bbdc0144-5a9e-4dac-b4e8-8feb65bcdb72/ENCFF949DSS.bed.gz	moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF162EWD	bed narrowPeak	peaks	ENCSR343ZOV	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				2							ENCFF724MTQ, ENCFF920SNS	1534022	ENCODE Processing Pipeline	718e46480c3b9f6115761dade0e85a12		https://www.encodeproject.org/files/ENCFF162EWD/@@download/ENCFF162EWD.bed.gz	hg19				released	s3://encode-public/2016/11/03/d5060787-5375-43d9-adbe-a46a33a0a1a4/ENCFF162EWD.bed.gz	moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF900KYA	bed narrowPeak	replicated peaks	ENCSR343ZOV	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens										H3K4me3-human	DNA					False	2016-11-02	ENCODE				1, 2							ENCFF121ELD, ENCFF162EWD, ENCFF949DSS	1402186	ENCODE Processing Pipeline	9d12ee2d1dba1987c03c2f7451b64181		https://www.encodeproject.org/files/ENCFF900KYA/@@download/ENCFF900KYA.bed.gz	hg19				released	s3://encode-public/2016/11/03/ce895ecb-32ea-4b85-b2bf-5cdfc55b0043/ENCFF900KYA.bed.gz	moderate library complexity, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF896RSZ	bed narrowPeak	peaks	ENCSR747VED	ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF332GDL, ENCFF422YFR	1031345	Anshul Kundaje, Stanford	33031ba7b052b9d1c01fd82afd2f8584		https://www.encodeproject.org/files/ENCFF896RSZ/@@download/ENCFF896RSZ.bed.gz	hg19				archived	s3://encode-public/2016/03/09/652f668f-af0a-4d44-b479-6d87bce96afd/ENCFF896RSZ.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read length, low read depth			
ENCFF147VOD	bed narrowPeak	stable peaks	ENCSR747VED	ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF966CRG	798821	ENCODE Processing Pipeline	fbd045aecd2154d07aba6570c36fde3d		https://www.encodeproject.org/files/ENCFF147VOD/@@download/ENCFF147VOD.bed.gz	GRCh38				released	s3://encode-public/2017/04/05/7accbfd2-a902-4556-997e-c3e78666804d/ENCFF147VOD.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read length, low read depth			
ENCFF966CRG	bed narrowPeak	peaks	ENCSR747VED	ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF056MDM, ENCFF912RCK	938043	ENCODE Processing Pipeline	803a6f9a0d353682f5421e496426acf5		https://www.encodeproject.org/files/ENCFF966CRG/@@download/ENCFF966CRG.bed.gz	GRCh38				released	s3://encode-public/2017/04/05/e8c7207c-843e-4c6e-b661-d4e3441c1d51/ENCFF966CRG.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read length, low read depth			
ENCFF497MBS	bed narrowPeak	peaks	ENCSR747VED	ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF641HFO, ENCFF946ZPU	937543	ENCODE Processing Pipeline	0633b984d03392c59973c9d8012ef922		https://www.encodeproject.org/files/ENCFF497MBS/@@download/ENCFF497MBS.bed.gz	hg19				released	s3://encode-public/2017/04/05/52379d25-24c9-4659-9617-9c1086c0a945/ENCFF497MBS.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read length, low read depth			
ENCFF340YEE	bed narrowPeak	stable peaks	ENCSR747VED	ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF497MBS	795611	ENCODE Processing Pipeline	782d51a22c0a07db67187da355230b43		https://www.encodeproject.org/files/ENCFF340YEE/@@download/ENCFF340YEE.bed.gz	hg19				released	s3://encode-public/2017/04/05/b5a227b6-0e28-4a20-9cc9-387bc9d9b793/ENCFF340YEE.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read length, low read depth			
ENCFF112ZCC	bed narrowPeak	peaks	ENCSR716YIT	ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF300YEV, ENCFF707OTO	1230341	ENCODE Processing Pipeline	e0f4af4d2a6e7dc58ab11acc7bc6edc8		https://www.encodeproject.org/files/ENCFF112ZCC/@@download/ENCFF112ZCC.bed.gz	hg19				released	s3://encode-public/2018/01/20/53a226e8-ed3c-406c-b576-05ae6bd4afd6/ENCFF112ZCC.bed.gz	low read length			
ENCFF588QMC	bed narrowPeak	peaks	ENCSR716YIT	ChIP-seq	UBERON:0002113	kidney	tissue	Homo sapiens										H3K4me3-human	DNA		see document			False	2013-07-31	Roadmap				1							ENCFF226FMX, ENCFF948ZJK	1232841	ENCODE Processing Pipeline	4f3e64bd0726b34f0137e906970f3ca4		https://www.encodeproject.org/files/ENCFF588QMC/@@download/ENCFF588QMC.bed.gz	GRCh38				released	s3://encode-public/2018/01/20/6751a641-1fb8-46d0-be68-c38fb521dc7e/ENCFF588QMC.bed.gz	low read length			
